Русское слово,Ительменское слово,Часть речи
принимать гостей,ӄэз-,п2
приносить с.; п2;,тхԓ-; ˚тхԓ-,п2
приходить неп;,кʼоԓ-; кʼоԓәт-,неп
прихожая,чињэӄ,сущ
прихожая дома,прихожаʔ,сущ
причаливать ип- неп; тмал- неп; п1; неп;,тупэз-; энэсэ-; энэсэт-,неп
причесывать п1; п2;,әмтхла-; әмтхлат-; тʼфԓ-; тʼфԓэт-,"п1, п2"
причесываться неп;,әмтхла-,
приносить домой неп;,инскԓ-; әмтхлат-; инскԓит-,"неп, неп"
приносить немного,тʼфԓала-,п2
приподымать слегка,әнсхала-,п1
приправа к супу,иԓӄэнәм,сущ
приручать п1;,ԓинкʼэӈ-; ԓинкʼэʔӈ-,п1
открытом месте,изуӄа-,неп
прислоняться неп; тмил- неп;,аԓа-,
приятель сущ;,ипԓӽ; клэлх,сущ
приятно,чʼэвэсӄ,
приятный,чʼэвэзлаӽ,прил
пробегать,пэскŏс-,неп
пробовать п1; п1;,тавоӈзо-; тавуӈ-,
тмилат-,тавуӈэт-,п1
проваливаться в снег,аԓат-; овочʼкэл-,"неп, неп"
сетей,хилӽч,сущ
ния собак,ӽэзум,сущ
проверка,әԓчкостном,сущ
проверять неп;,әԓчкуст-,
приспособление для собирания,әԓчкустэ-,п1
ягод,бэток,сущ
пристройка дощатая к дому,нутԓун,сущ
притворяться,тэмйуӈԓхэт-,неп
притушить,әнтхунала-,п1
притча,кʼэнэзэном,сущ
приучать,ԓинкʼэӈ-,п1
приходится,ӄәмхаԓ,межд
провести п1;,әнпэскоз-; әнпэскозала-,п1
проветривать п1;,ԓинспәлкʼэзв-; әнкʼизви-,п1
проветриваться,спәлкʼазвэла-,
неп;,спәлкʼэзвэ-,неп
провешивать дорогу,илылэт-,п1
проводить,әнпкоэт-,п1
проводить лето неп;,ламԓ-; лаʔмст-,неп
проводить осень,ктхлэнԓ-,неп
провожать,ԓэнпәла-,п1
прогонять,айтатэʔԓ-,неп
продавать п1;,зәмплы-; зәмплыт-,
пропадать иты- неп;,мэчʼ-,неп
п1;,зәмпләзо-,п1
многократно,зәмпләзо-,п1
продавать себя,чʼэхэлэ-,неп
продавать целиком,зәмплыт-,п1
продавец сущ;,кзәмплэʔин; энсхэʔԓкиԓӽ,
продавить,зәмԓ-,неп
продажная душа,чʼихилэрэӈ,сущ
продевать,әнхскʼӈит-,п1
проповедник,әлʔиԓкиԓӽ,
проповедь,әлʔиԓном,сущ
прорез в копылье,кулӽойанәм,сущ
пророк,профэт,сущ
пророчество,профэтаʔԓном,сущ
пророчествовать,профэтаʔԓ-,неп
прорубь,ӄʼиӄʼ,сущ
просверлить дырку ножом,әлкʼилы-,п1
просвечивать сквозь что-либо,аʔнфсат-,неп
продольная балка,слэгаʔ,сущ
мужского капора,чʼзихч,сущ
просить неп; неп; п1; неп;,каӈԓ-; нэст-; нэст-; нэстзо-; әнст-,п1
просить постоянно,әнстэзо-,п1
стропилах балагана,мэкʼԓхән,сущ
продувать сквозняком,әњтскәлл-,п1
продырявить п1; п1;,әнтԓӄ-; әнтԓӄэсхэн-; әнхскʼӈ-,п1
проездом,вәппэскʼәскʼи,нареч
проказничать,ԓапхачʼэ-,неп
прокалывать,тылсхэн-,п1
прокисать,әмчʼсэ-,неп
проклинать,ԓхэнтԓкэ-,п1
проклятый,кԓхэњтԓэʔин,прил
проливать,нэсэӈ-,п1
промахнуться,укʼилы-,неп
промокнуть,тхаʔнэ-,неп
промысловая обувь,икәмплыкэʔн,сущ
промышлять неп;,инәнк-; промосљаʔԓ-,неп
пронести п1;,әнпэскоз-; әнпэскозала-; аʔаԓо-,"п1, неп"
прославиться,антʼэл-,неп
просто,тэԓван,нареч
простой,мәнскәнлаӽ,прил
просторный,ӽопт,прил
простужаться,застудэʔԓ-,неп
простыня,простыњ,сущ
просыпаться неп;,ӈаʔно-; эсхԓи-,неп
против течения плыть,ӑлфс-,неп
противник,ӽаӄэлан,сущ
противный,әмчʼкʼэллаӽ,прил
противоположная сторона,ӄолакамәӈк,нареч
протыкать,тылсхэн-,п1
протягивать руки,әнамчэтә-,п1
прохладный,изгилаӽ,прил
проходить мимо,пэскŏс-,неп
проходить миновать,пэскоз-,п1
прочно,ктаӄ,нареч
прочный прил;,ичхлаӽ; ктлаӽ,прил
прошлогодний,ихԓтуʔин,прил
прошлогодня трава,пэтовал,сущ
прошлое вспоминая,имсӄʼэʔԓки,нареч
прошлый год,ихԓту,нареч
прощать простит,эԓ-,п1
прощаться,простэʔԓ-,неп
прутом бить,физваԓчэ-,неп
стропилам и т. д.,нанхәм,сущ
прыгать неп; твайт- неп;,стʼкԓ-,
прыгать (сверху),сткʼԓат-,неп
прыщ,суњԓх,сущ
пряжа,тԓвал,сущ
прямая кишка,кʼоза,сущ
прямо нареч;,вэтва; чӈиӄ,нареч
прямой прил; с.;,вэтвалаӽ; вэтвэтлаӽ; нвэтваӄэн,прил
прятать неп; п1;,ансоӈаʔԓ-; тоӈ-; тоӈэ-,п1
прятать все,тоӈэт-,п1
прятать что-то,тоӈэт-,п1
прятаться неп;,сӈат-; соӈ-,неп
пташка,уњњачӽ,сущ
птенец,˚пакук,сущ
птица морская,ӄэруӄэр,сущ
птица пестрая,ӈасӄәл,сущ
птицу скрадывать,эчʼэви-,п1
птичка,уњњачӽ,сущ
птичка пестрая сущ;,атамсӄәл; крэсэчӽ,сущ
птичье крыло,сэсэӈ,сущ
"пугало, бука",караԓка,сущ
пугать неп;,нэтхлаʔԓ-; әнтхԓӈа-,
п1; п1;,әнтылфԓ-; әнтылхԓи-,п1
пугаться неп;,тылвиԓ-; тылхԓ-,
неп;,тәлхԓ-,неп
пугаться постоянно,тэлвэсхэн-,неп
пузатый человек,чʼипсӄэл,сущ
пузырь нерпичий,˚ксәлх,сущ
пуповина,лэӈнэчх,сущ
пупок,эʔљч,сущ
пупочек рыбий,кʼињњачӽ,сущ
пусть,вэԓӄ,союз
пустяк нареч;,тэԓван; чхройкʼачӽ,сущ
путать,әнӄʼлэ-,п1
путаться узлом,схолватэ-,неп
пух,чэԓхчэԓх,сущ
пухнуть неп;,әнԓ-; әнԓныт-,неп
пуховый,чԓхʔин,
пучка,эʔӈом,сущ
"пыжик, выпороток",ӄэйуԓх,сущ
пылить,нэпэӈэʔԓ-,неп
пыль,˚пиӈэсӽӄ,сущ
пыльный,˚кпиӈэтэкнэн,прил
пьянеть аннат- неп;,лэлэт-,неп
пятка сущ;,ӄаԓӽтәӈ; чаԓхтәӈ,сущ
пятнистая нерпа,кэлылан,сущ
раб,халнчаӽ,сущ
работа сущ;,вэтат; вэтвэт,сущ
работать,вэтат-,неп
"работник нап.,",вэтатлан,сущ
работы место,вэтатном,сущ
работящий прил;,квэтатʼан; квэтатʼан,"прил, прил"
рабочий,вэтаткиԓӽ,
радикулит,инаԓпэт,сущ
радовать,әнривав-,п1
радостный,кәнрэвавэʔан,прил
радуга сущ;,тэкʼам; тэӄʼәм,сущ
разбивать,әнкʼолсхэн-,п1
разбиваться неп;,кʼол-; кʼолсхэн-,неп
разбирать,инчʼэлэ-,неп
разбить,әњчаӄол-,п1
разбрасывать неп;,инткитэʔԓ-,
разбрасываться,ӄамст-,неп
разбудить,әнсхԓи-,п1
разбухать,пәлсэ-,неп
разве межд; част,ӄэлх; ӄэԓсх,
разведать,ԓчковата-,п1
разведка,әԓчкостном,сущ
разведчик,әԓчкусткиԓӽ,
разведывать,әԓчкуст-,неп
развешивать,әнтʼэнӈат-,п1
развлекаться с.;,ваймаӈто-; хаймаӈто-,"неп, неп"
разводить,әнпса-,п1
развозить,тымпԓэт-,п1
развратитель,чʼасфкраʔԓкаԓӽ,
развязывать,әнтӽо-,п1
разглядывать,әԓчкустэ-,п1
разговаривать,крвэԓхэт-,неп
разговаривать откровенно,панэнайп-,неп
разговор сущ;,крвэԓхатас; крвэԓхэтном,сущ
разгружать неп;,инсимпԓ-; әмп-,п1
раздавать зиллыт- п1;,инзилэʔԓ-,неп
раздаривать,инзилэʔԓ-,неп
раздевать п1; п1,эчʼэлыл-; эчʼэлылэс,инф
раздеваться,эчʼэлыл-,неп
разделение,анԓманом,сущ
разделка животных,ктскиԓ,нареч
разделка туш,элфԓэʔԓ-,неп
разделывать п1;,әлфԓ-; әхт-,неп
п1; хт- неп; хт- п1;,әхт-,п1
разделять,әнԓмат-,п1
разделяться,ԓмат-,неп
раздобыть,чʼзиӈ-,неп
раздражительный,ӄэӄчʼулаӽ,прил
раздробить,ӽамтала-,п1
раздувать пламя п1;,әнлуʔԓ-; әнлуʔԓэт-,п1
разжигать,әнлуʔԓ-,п1
разжигать сильный огонь,ԓинкрәват-,п1
разжиться,чʼзиӈ-,неп
разжиться по мелочи,чʼзэӈала-,неп
разлагаться,филкʼси-,неп
разливаться,аванэт-,неп
разливаться,аванэ-,неп
различный,ԓваԓʔан,прил
разлучаться,ԓма-,неп
размять,ӽамтала-,п1
разнимать п1;,әнԓма-; әнпса-,п1
разносить,тымпԓэт-,п1
разноцветный,кэлы,прил
разный прил; фсакой,ԓваӈан,
разнюхивать неп;,ныскʼиʔԓ-; ныскʼэʔԓ-,неп
разозлить п1;,әнӽаӄаӈэ-; әнчʼиӈзәпԓ-,п1
разозлить сильно,әнӽаӄаныӈ-,п1
разрезать,әмпӽэ-,п1
разрешение спрашивать,спӈэл-,неп
разрушать,әнкʼол-,п1
разрушаться,кʼол-,неп
разрушение,кʼолном,сущ
разрушить,әнросхӈаʔԓ-,п1
разрывать п1;,лэкʼа-; лэкʼасхэн-,п1
разрывать на куски,схчʼзит-,п1
